,tissueID,sampleDescription,vesselSerialNumber,fishNumber,repID,water,dateCollected,year,lattitude_decDeg,longitude_decDeg,site,siteDepthCode,stationDepth_m,depthCollect_m,sampleDepthMin_m,sampleDepthMax_m,waterLayerSampled,DCLdepth,thermoclineDepth_m,epilimnionDepth_m,hypolimnionDepth_m,collectionGear,collectionGearMesh_um,numberIndividualsCombined,individualSize_mm,individualSizeMax_mm,individualSizeMin_mm,tissueType,preservationMethod,lipidExtraction,acidifiedUnacidified,wellID,laboratory,equipment,sampleAmount_mg,areaN,percentN,areaN28,amplitudeN28,delta15N,TEF_N,TEF_C_SD,areaC,percentC,areaC45,amplitudeC45,delta13C,TEF_C,TEF_C_SD.1,H2amp,percentH,del2H,sd_delta2H,analysisFacility,equipmentUsed,analysisDate,analysisTime,Flag,Comment,Comment2,Group
2242,T2316,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,17,0,0,,0,no,Unacidified,D12,,,,21.297,11.7523976,21.132,2090,13.464,3.4,0.74,NA,47.3747001,NA,2142,-25.365,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2244,T2315,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,16,0,0,,0,no,Unacidified,E1,,,,17.163,12.6696501,17.031,1678,14.335,3.4,0.74,NA,47.5746602,NA,1620,-25.538,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2246,T2314,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,16,0,0,,0,no,Unacidified,E2,,,,25.967,11.7395482,25.767,2579,13.074,3.4,0.74,NA,53.7219371,NA,2937,-25.6,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2248,T2313,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,5,0,5,4,,0,no,Unacidified,E3,,,,5.124,10.8849762,5.085,488,12.928,3.4,0.74,NA,46.5605105,NA,550,-31.332,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2250,T2312,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,14,0,0,,0,no,Unacidified,E4,,,,20.812,11.5650339,20.652,2044,11.542,3.4,0.74,NA,50.155044,NA,2242,-27.403,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2252,T2311,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,16,0,0,,0,no,Unacidified,E5,,,,18.328,11.6220335,18.187,1787,12.883,3.4,0.74,NA,48.026726,NA,1886,-26.055,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2254,T2310,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,15,0,0,,0,no,Unacidified,E6,,,,15.645,11.1641655,15.525,1519,12.411,3.4,0.74,NA,47.0075958,NA,1639,-28.172,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2256,T2309,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,15,0,0,,0,no,Unacidified,E7,,,,19.302,12.0710699,19.153,1889,14.14,3.4,0.74,NA,48.1965745,NA,1918,-27.232,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2258,T2308,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,17,0,0,,0,no,Unacidified,E8,,,,25.332,11.2590368,25.137,2509,13.233,3.4,0.74,NA,51.5632833,NA,2878,-25.358,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2260,T2307,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,3,7.5,8,7,,0,no,Unacidified,E9,,,,14.65,12.4140857,14.537,1416,10.582,3.4,0.74,NA,46.8295788,NA,1384,-28.568,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2262,T2306,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,14,0,0,,0,no,Unacidified,E10,,,,10.332,9.7474783,10.253,994,11.858,3.4,0.74,NA,49.7680704,NA,1318,-29.696,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2264,T2305,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,16,0,0,,0,no,Unacidified,E11,,,,20.352,11.943722,20.195,1992,12.793,3.4,0.74,NA,47.9617449,NA,2043,-27.694,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2266,T2304,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,15,0,0,,0,no,Unacidified,E12,,,,14.698,9.7036585,14.585,1428,11.456,3.4,0.74,NA,48.2750652,NA,1836,-28.279,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2268,T2303,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,15.5,0,0,,0,no,Unacidified,F1,,,,12.462,12.7320953,12.366,1207,13.349,3.4,0.74,NA,48.6143956,NA,1203,-27.582,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2270,T2302,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,14,0,0,,0,no,Unacidified,F2,,,,6.022,12.7093154,5.976,568,10.48,3.4,0.74,NA,43.6724027,NA,519,-28.308,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2272,T2301,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,0,WC,NA,NA,100,0,mysis net,0,0,13,0,0,,0,no,Unacidified,F3,,,,13.364,11.4757361,13.26,1293,13.995,3.4,0.74,NA,49.0037824,NA,1444,-27.949,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2274,T2822,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,7,0,0,,frozen then dried,no,Unacidified,H3,,,,8.165,12.4334038,8.101,794,8.426,3.4,0.74,NA,44.8938208,NA,734,-29.978,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2276,T2823,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,8,0,0,,frozen then dried,no,Unacidified,H4,,,,3.427,11.3468302,3.4,326,7.256,3.4,0.74,NA,43.7458444,NA,327,-30.866,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2278,T2825,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,6,0,0,,frozen then dried,no,Unacidified,H5,,,,2.439,11.3335733,2.419,228,10.931,3.4,0.74,NA,49.3935733,NA,263,-32.388,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2280,T2826,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,9,0,0,,frozen then dried,no,Unacidified,H6,,,,11.361,11.0477601,11.274,1115,9.104,3.4,0.74,NA,48.6320991,NA,1251,-27.467,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2282,T2827,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,8,0,0,,frozen then dried,no,Unacidified,H7,,,,11.502,10.6281992,11.412,1129,10.09,3.4,0.74,NA,50.1469751,NA,1355,-29.769,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2284,T2829,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,6.5,0,0,,frozen then dried,no,Unacidified,H8,,,,4.207,11.8685745,4.171,403,10.745,3.4,0.74,NA,44.3746637,NA,392,-31.185,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2286,T2830,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,6,0,0,,frozen then dried,no,Unacidified,H9,,,,2.46,10.7756072,2.438,231,8.709,3.4,0.74,NA,44.6212262,NA,252,-31.612,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2288,T2831,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,16,0,0,,frozen then dried,no,Unacidified,H10,,,,21.935,10.0736878,21.761,2200,10.688,3.4,0.74,NA,48.6382731,NA,2607,-25.263,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2290,T2832,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,18,0,0,,frozen then dried,no,Unacidified,H11,,,,16.358,9.6173839,16.229,1606,12.334,3.4,0.74,NA,50.841647,NA,2132,-27.975,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2292,T2833,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,17,0,0,,frozen then dried,no,,,,,,24.043,13.4185313,23.846,2365,13.599,3.4,0.74,NA,47.5362274,NA,2428,-23.8,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2294,T2834,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,17,0,0,,frozen then dried,no,,,,,,7.836,9.8621913,7.767,758,10.357,3.4,0.74,NA,47.8010221,NA,1071,-28.962,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2296,T2837,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,17,0,0,,frozen then dried,no,,,,,,20.338,12.4233334,20.167,1993,11.375,3.4,0.74,NA,48.1628187,NA,2227,-26.469,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2298,T2836,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,16,0,0,,frozen then dried,no,,,,,,19.629,11.4541333,19.467,1935,13.067,3.4,0.74,NA,51.8399329,NA,2512,-25.67,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2300,T2838,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,17,0,0,,frozen then dried,no,,,,,,17.905,11.7450899,17.752,1751,10.467,3.4,0.74,NA,49.7392228,NA,2136,-26.519,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2302,T2839,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,19,0,0,,frozen then dried,no,,,,,,17.813,11.8250093,17.661,1736,12.397,3.4,0.74,NA,48.8985174,NA,2065,-26.104,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2304,T2840,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,0,0,100,WC,NA,NA,100,0,mysis net,1000,1,16,0,0,,frozen then dried,no,,,,,,21.728,12.3016338,21.541,2125,11.56,3.4,0.74,NA,46.4738509,NA,2290,-25.863,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2310,T3728,Veligers,,,,Lake Ontario,9/24/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,,0,30,Epi,NA,NA,100,0,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals_shellIncluded,frozen then dried,no,Acidified,B8,,,0.741,NA,1.9146931,NA,206,4.41,3.4,0.74,NA,10.8031304,NA,1295,-25.06,0.4,0.63,NA,NA,NA,NA,NA,,1/21/2014,12:16:55,NA,,,Zooplankton
2312,T3728,Veligers,,,,Lake Ontario,9/24/2013,2013,43.471833,-76.6675,OSW2,OSW 100,100,,0,30,Epi,NA,NA,100,0,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals_shellIncluded,frozen then dried,no,Unacidified,A8,,,0.678,NA,2.830134,NA,284,5.35,3.4,0.74,NA,24.3584209,NA,2714,-16.657,0.4,0.63,NA,NA,NA,NA,NA,,1/21/2014,12:07:13,NA,,,Zooplankton
2398,T2874,Bosminidae,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,30,47,Hypo,7.063,21.5,19,33,zoop net,63,0,0,0,0,,frozen then dried,no,,,,,,1.664,3.7269902,1.652,180,1.965,3.4,0.74,NA,58.2455202,NA,789,-33.354,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2400,T3342,Bosminidae,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,18,30,Meta,7.063,21.5,19,33,zoop net,64,0,0,0,0,,frozen then dried,no,,,,,,4.389,10.05289,4.356,481,2.255,3.4,0.74,NA,49.3539229,NA,649,-29.129,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2402,T1490,Calanoid copepod,,,,Lake Ontario,4/10/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,20,Epi,11.986,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,A11,,,0.4,8.237,11.9052246,8.173,605,18.154,3.4,0.74,37.188,54.6701164,0.424,2512,-26.928,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,13:35:36,1,Low N signal,,Zooplankton
2404,T1493,Calanoid copepod,,,,Lake Ontario,4/10/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,20,Epi,11.986,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,B2,,,0.743,15.453,11.6040681,15.334,1137,18.34,3.4,0.74,68.988,52.9029951,0.79,4608,-26.267,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,15:56:30,0,,,Zooplankton
2406,T1494,Calanoid copepod,,,,Lake Ontario,4/10/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,20,Epi,11.986,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,B3,,,0.566,12.119,12.1457056,12.023,885,18.714,3.4,0.74,51.576,52.830851,0.59,3463,-26.26,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,16:06:12,1,Low N signal,,Zooplankton
2408,T2038,Calanoid copepod,,,,Lake Ontario,6/11/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,20,46,Hypo,1.891,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,F6,,,0.619,8.835,7.661153112,8.767,656,12.872,3.4,0.74,64.605,56.40482763,0.736,4333,-27.742,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,13:45:11,1,Low N signal,"used adjusted %C,%N",Zooplankton
2410,T2034,Calanoid copepod,,,,Lake Ontario,6/11/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,5,20,Meta,1.891,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,F7,,,0.47,8.658,9.892096712,8.592,638,10.037,3.4,0.74,46.034,54.64642075,0.525,3114,-26.486,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,13:54:53,1,Low N signal,"used adjusted %C,%N",Zooplankton
2412,T2430,Calanoid copepod,,,,Lake Ontario,7/9/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,25,50,Hypo,8.434,6.5,3,11,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen,no,Unacidified,E8,,,0.551,6.246,6.138648103,6.199,459,11.86,3.4,0.74,60.497,59.66006304,0.689,4057,-28.869,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,11:48:47,1,Low N signal,"used adjusted %C,%N",Zooplankton
2414,T2422,Calanoid copepod,,,,Lake Ontario,7/9/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,6,25,Meta,8.434,6.5,3,11,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen,no,Unacidified,E9,,,0.706,9.869,7.486341152,9.793,731,10.498,3.4,0.74,73.335,55.6003692,0.835,4903,-28.254,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,11:58:28,1,Low N signal,"used adjusted %C,%N",Zooplankton
2416,T2912,Calanoid copepod,,,,Lake Ontario,8/8/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,27,50,Hypo,21.084,27.5,25,32,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,E2,,,0.973,10.244,5.634453891,10.165,772,11.642,3.4,0.74,110.055,59.10138273,1.254,7302,-28.789,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,10:50:39,1,Low N signal,"used adjusted %C,%N",Zooplankton
2418,T2917,Calanoid copepod,,,,Lake Ontario,8/8/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,18,27,Meta,21.084,27.5,25,32,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,E1,,,0.45,9.515,11.33204491,9.443,695,8.576,3.4,0.74,42.781,53.48200993,0.49,2874,-23.392,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,10:40:57,1,Low N signal,"used adjusted %C,%N",Zooplankton
2420,T2875,Calanoid copepod,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,18,Epi,7.063,21.5,19,33,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,E6,,,0.65,15.015,12.28964056,14.9,1114,9.208,3.4,0.74,60.263,50.39443745,0.691,4050,-21.57,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,11:29:24,0,,"used adjusted %C,%N",Zooplankton
2422,T2871,Calanoid copepod,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,30,47,Hypo,7.063,21.5,19,33,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,E7,,,0.801,12.988,8.643689444,12.889,971,11.483,3.4,0.74,83.719,55.44976106,0.955,5578,-27.358,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,11:39:05,1,Low N signal,"used adjusted %C,%N",Zooplankton
2424,T3822,Calanoid copepod,,,,Lake Ontario,9/24/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,30,Epi,10.864,27.5,24,32,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,C7,,,0.363,7.687,11.3092533,7.628,561,9.42,3.4,0.74,33.759,49.8884817,0.387,2287,-23.186,0.4,0.63,NA,NA,NA,NA,NA,,3/5/2014,12:05:37,1,Low N signal,,Zooplankton
2426,T3816,Calanoid copepod,,,,Lake Ontario,9/24/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,36,47,Hypo,10.864,27.5,24,32,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,C8,,,0.877,10.331,6.355798,10.252,779,11.082,3.4,0.74,96.538,60.25814,1.101,6499,-28.369,0.4,0.63,NA,NA,NA,NA,NA,,3/5/2014,12:15:19,1,Low N signal,,Zooplankton
2428,T3813,Calanoid copepod,,,,Lake Ontario,9/24/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,30,36,Meta,10.864,27.5,24,32,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,C9,,,0.572,8.12,7.5940617,8.058,599,10.8,3.4,0.74,60.524,57.2559527,0.691,4085,-26.968,0.4,0.63,NA,NA,NA,NA,NA,,3/5/2014,12:25:01,1,Low N signal,,Zooplankton
2430,T3735,Calanoid copepod,,,,Lake Ontario,9/24/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,30,36,Meta,10.864,27.5,24,32,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,D4,,,0.645,9.984,8.3403345,9.907,738,10.967,3.4,0.74,67.082,56.3968337,0.766,4497,-26.47,0.4,0.63,NA,NA,NA,NA,NA,,3/5/2014,13:52:16,1,Low N signal,,Zooplankton
2432,T2896,Cercopagis pengoi,,,,Lake Ontario,8/8/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,16,Epi,21.084,27.5,25,32,zoop net,63,0,0,0,0,,frozen then dried,no,Unacidified,A1,,,,17.07,10.4420993,16.939,1616,8.032,3.4,0.74,NA,50.3143178,NA,1876,-24.623,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2434,T2877,Cercopagis pengoi,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,18,Epi,7.063,21.5,19,33,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Acidified,D11,,,0.414,NA,10.0191973,NA,611,7.122,3.4,0.74,NA,46.9021356,NA,3125,-24.162,0.4,0.63,NA,NA,NA,NA,NA,,1/21/2014,15:30:58,NA,,,Zooplankton
2436,T2877,Cercopagis pengoi,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,18,Epi,7.063,21.5,19,33,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,C11,,,0.389,NA,10.6985975,NA,618,8.556,3.4,0.74,NA,48.197237,NA,3045,-22.502,0.4,0.63,NA,NA,NA,NA,NA,,1/21/2014,15:21:15,NA,,,Zooplankton
2438,T3344,Cercopagis pengoi,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,18,30,Meta,7.063,21.5,19,33,zoop net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,H6,,,0.462,7.952,11.2383361,7.891,709,8.852,3.4,0.74,39.447,50.2614225,0.452,2822,-21.139,0.4,0.63,NA,NA,NA,NA,NA,,4/2/2014,13:58:03,1,Low N signal,,Zooplankton
2440,T1488,Cyclopoid copepod,,,,Lake Ontario,4/10/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,20,Epi,11.986,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,A9,,,0.086,1.74,12.0682193,1.727,122,16.417,3.4,0.74,7.26,51.0950716,0.083,497,-26.612,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,13:16:11,1,Low C and N signals,,Zooplankton
2442,T1491,Cyclopoid copepod,,,,Lake Ontario,4/10/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,20,Epi,11.986,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,A12,,,0.053,1.055,11.9037848,1.047,71,16.937,3.4,0.74,4.703,53.834492,0.054,320,-26.779,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,13:45:17,1,Low C and N signals,,Zooplankton
2444,T1489,Cyclopoid copepod,,,,Lake Ontario,4/10/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,20,Epi,11.986,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,A10,,,0.238,4.919,12.1401013,4.881,358,17.437,3.4,0.74,20.481,51.4293926,0.234,1396,-26.799,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,13:25:54,1,Low N signal,,Zooplankton
2446,T1648,Cyclopoid copepod,,,,Lake Ontario,5/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,20,50,Hypo,NA,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen then Dried,no,Unacidified,D3,,,0.111,2.329,11.0435862,2.306,168,13.65,3.4,0.74,9.729,47.9467041,0.111,665,-26.196,0.4,0.63,NA,NA,NA,NA,NA,,3/26/2014,14:01:32,1,Low C and N signals,,Zooplankton
2448,T2037,Cyclopoid copepod,,,,Lake Ontario,6/11/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,20,46,Hypo,1.891,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,H6,,,0.49,7.964,8.8515824,7.903,586,9.989,3.4,0.74,45.103,51.3562349,0.514,3033,-26.385,0.4,0.63,NA,NA,NA,NA,NA,,3/7/2014,13:58:59,1,Low N signal,,Zooplankton
2450,T2033,Cyclopoid copepod,,,,Lake Ontario,6/11/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,5,20,Meta,1.891,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,H7,,,0.516,9.514,10.02399,9.441,701,9.24,3.4,0.74,47.48,51.2827839,0.541,3207,-26.074,0.4,0.63,NA,NA,NA,NA,NA,,3/7/2014,14:08:41,1,Low N signal,,Zooplankton
